id,start,end,label,category,region,certainty,uncertainty,source,link
migration-period,375,568,Migration Period,politics,EUROPE,approx,15,Late Roman sources,
sack-of-rome-410,410-08-24,,Visigoths sack Rome,politics,EUROPE,exact,,Jerome; Orosius,
fall-of-western-rome,476-09-04,,Deposition of the last western Roman emperor,politics,EUROPE,exact,,Roman sources,
justinian-reconquest,533,554,Justinian's reconquest of the west,politics,EUROPE,year,,Procopius,
gupta-empire,320,550,Gupta Empire,politics,ASIA_SOUTH,approx,15,Inscriptions,
tang-dynasty,618,907,Tang dynasty,politics,ASIA_EAST,year,,Chinese annals,
arab-conquests,632,750,Early Arab conquests,politics,MIDDLE_EAST,year,,Arabic chronicles,
abbasid-caliphate,750,1258,Abbasid Caliphate,politics,MIDDLE_EAST,year,,Arabic chronicles,
carolingian-empire,800-12-25,888,Carolingian Empire,politics,EUROPE,year,,Frankish annals,
viking-age,793,1066,Viking Age,politics,EUROPE,year,,Anglo-Saxon Chronicle; sagas,
song-dynasty,960,1279,Song dynasty,politics,ASIA_EAST,year,,Chinese annals,
norman-conquest,1066-10-14,,Norman conquest of England,politics,EUROPE,exact,,Anglo-Saxon Chronicle,
first-crusade,1096,1099,First Crusade,politics,MIDDLE_EAST,year,,Crusader chronicles,
magna-carta,1215-06-15,,Magna Carta,politics,EUROPE,exact,,Charter text,
mongol-conquests,1206,1294,Mongol conquests,politics,ASIA_EAST,year,,Secret History; Persian chronicles,
pax-mongolica,1260,1350,Pax Mongolica opens Eurasian trade,politics,ASIA_EAST,approx,10,Travellers' accounts,
fall-of-baghdad-1258,1258-02-13,,Mongol sack of Baghdad,politics,MIDDLE_EAST,exact,,Arabic and Persian chronicles,
hundred-years-war,1337,1453,Hundred Years' War,politics,EUROPE,year,,French and English records,
ming-dynasty,1368,1644,Ming dynasty,politics,ASIA_EAST,year,,Chinese annals,
zheng-he-voyages,1405,1433,Zheng He's treasure voyages,politics,ASIA_EAST,year,,Ming records,
fall-of-constantinople,1453-05-29,,Fall of Constantinople,politics,MIDDLE_EAST,exact,,Byzantine and Ottoman sources,
reconquista-completed,1492-01-02,,Fall of Granada completes the Reconquista,politics,EUROPE,exact,,Spanish records,
columbus-first-voyage,1492-10-12,,Columbus reaches the Caribbean,politics,AMERICAS,exact,,Ship's log,
treaty-of-tordesillas,1494-06-07,,Treaty of Tordesillas divides the New World,politics,EUROPE,exact,,Treaty text,
fall-of-tenochtitlan,1521-08-13,,Fall of Tenochtitlan,politics,AMERICAS,exact,,Spanish and Nahua accounts,
inca-conquest,1532,1572,Spanish conquest of the Inca,politics,AMERICAS,year,,Spanish colonial records,
mughal-empire,1526,1857,Mughal Empire,politics,ASIA_SOUTH,year,,Mughal chronicles,
ottoman-peak,1520,1566,Ottoman Empire under Suleiman,politics,MIDDLE_EAST,year,,Ottoman records,
dutch-revolt,1568,1648,Dutch Revolt,politics,EUROPE,year,,Dutch and Spanish records,
spanish-armada,1588-07,1588-08,Defeat of the Spanish Armada,politics,EUROPE,year,,English and Spanish records,
thirty-years-war,1618,1648,Thirty Years' War,politics,EUROPE,year,,Imperial records,
english-civil-war,1642,1651,English Civil War,politics,EUROPE,year,,Parliamentary records,
peace-of-westphalia,1648-10-24,,Peace of Westphalia,politics,EUROPE,exact,,Treaty texts,
qing-conquest,1644,1683,Qing conquest of China,politics,ASIA_EAST,year,,Qing records,
glorious-revolution,1688,1689,Glorious Revolution,politics,EUROPE,year,,Parliamentary records,
seven-years-war,1756,1763,Seven Years' War,politics,GLOBAL,year,,State archives,
american-revolution,1775,1783,American Revolution,politics,AMERICAS,year,,Continental Congress records,
french-revolution,1789-07-14,1799-11-09,French Revolution,politics,EUROPE,exact,,French state records,
haitian-revolution,1791,1804,Haitian Revolution,politics,AMERICAS,year,,French and Haitian records,
napoleonic-wars,1803,1815-06-18,Napoleonic Wars,politics,EUROPE,year,,State archives,
congress-of-vienna,1814-09,1815-06,Congress of Vienna,politics,EUROPE,year,,Treaty texts,
latin-american-independence,1810,1826,Latin American wars of independence,politics,AMERICAS,year,,State archives,
revolutions-of-1848,1848,1849,Revolutions of 1848,politics,EUROPE,year,,State archives,
taiping-rebellion,1850,1864,Taiping Rebellion,politics,ASIA_EAST,year,,Qing records,
indian-rebellion-1857,1857,1858,Indian Rebellion,politics,ASIA_SOUTH,year,,British and Indian records,
american-civil-war,1861-04-12,1865-04-09,American Civil War,politics,AMERICAS,exact,,US federal records,
meiji-restoration,1868,1889,Meiji Restoration,politics,ASIA_EAST,year,,Japanese state records,
scramble-for-africa,1881,1914,Scramble for Africa,politics,AFRICA,year,,Berlin Conference records,
first-world-war,1914-07-28,1918-11-11,First World War,politics,GLOBAL,exact,,State archives,
russian-revolution,1917-03,1917-11,Russian Revolution,politics,EUROPE,year,,Soviet archives,
treaty-of-versailles,1919-06-28,,Treaty of Versailles,politics,EUROPE,exact,,Treaty text,
chinese-civil-war,1927,1949,Chinese Civil War,politics,ASIA_EAST,year,,Chinese records,
second-world-war,1939-09-01,1945-09-02,Second World War,politics,GLOBAL,exact,,State archives,
decolonisation,1945,1975,Decolonisation,politics,GLOBAL,year,,UN records,
indian-independence,1947-08-15,,Independence and partition of India,politics,ASIA_SOUTH,exact,,British and Indian records,
peoples-republic-of-china,1949-10-01,,Founding of the People's Republic of China,politics,ASIA_EAST,exact,,Chinese state records,
cold-war,1947,1991-12-26,Cold War,politics,GLOBAL,year,,State archives,
suez-crisis,1956-10,1957-03,Suez Crisis,politics,MIDDLE_EAST,year,,UN records,
cuban-missile-crisis,1962-10-16,1962-10-28,Cuban Missile Crisis,politics,AMERICAS,exact,,US and Soviet archives,
great-leap-forward,1958,1962,Great Leap Forward,politics,ASIA_EAST,year,,Chinese state records,
cultural-revolution,1966,1976,Cultural Revolution,politics,ASIA_EAST,year,,Chinese state records,
iranian-revolution,1978,1979-02,Iranian Revolution,politics,MIDDLE_EAST,year,,Iranian state records,
fall-of-the-berlin-wall,1989-11-09,,Fall of the Berlin Wall,politics,EUROPE,exact,,German state records,
soviet-dissolution,1991-12-26,,Dissolution of the Soviet Union,politics,EUROPE,exact,,Soviet and Russian records,
end-of-apartheid,1990,1994-04-27,End of apartheid in South Africa,politics,AFRICA,year,,South African state records,
september-11-attacks,2001-09-11,,September 11 attacks,politics,AMERICAS,exact,,US government records,
arab-spring,2010-12,2012-12,Arab Spring,politics,MIDDLE_EAST,year,,Contemporary reporting,
russian-invasion-of-ukraine,2022-02-24,,Russian full-scale invasion of Ukraine,politics,EUROPE,exact,,UN records,
indo-aryan-migrations,1500 BC,1000 BC,Indo-Aryan migrations into South Asia,politics,ASIA_SOUTH,approx,100,Linguistic and archaeological evidence,
sea-peoples,1200 BC,1150 BC,Sea Peoples raid the eastern Mediterranean,politics,MIDDLE_EAST,approx,25,Egyptian inscriptions; archaeology,
bantu-expansion,1000 BC,500,Bantu expansion across sub-Saharan Africa,politics,AFRICA,approx,200,Linguistic and archaeological evidence,
austronesian-expansion,1000 BC,1200,Austronesian expansion across the Pacific,politics,OCEANIA,approx,150,Linguistic and archaeological evidence,
celtic-expansion,500 BC,200 BC,Celtic expansion across Europe,politics,EUROPE,approx,50,Classical sources; archaeology,
slavic-migrations,500,700,Slavic migrations into central and eastern Europe,politics,EUROPE,approx,50,Byzantine sources; archaeology,
polynesian-settlement,900,1300,Polynesian settlement of the eastern Pacific,politics,OCEANIA,approx,75,Radiocarbon dating; oral tradition,
turkic-migrations,1040,1300,Turkic migrations into Anatolia and Persia,politics,MIDDLE_EAST,approx,40,Persian and Byzantine chronicles,
expulsion-of-jews-from-spain,1492-03-31,,Expulsion of the Jews from Spain,politics,EUROPE,exact,,Alhambra Decree,
great-atlantic-migration,1815,1914,Great Atlantic migration to the Americas,politics,GLOBAL,year,,National immigration statistics,
indentured-labour-migration,1834,1917,Indentured labour migration across the British Empire,politics,ASIA_SOUTH,year,,Colonial emigration records,
chinese-emigration-19c,1840,1900,Chinese emigration across the Pacific and Southeast Asia,politics,ASIA_EAST,year,,Port and consular records,
irish-famine-emigration,1845,1855,Mass emigration from Ireland,politics,EUROPE,year,,Passenger lists; census records,
great-migration-usa,1916,1970,Great Migration of Black Americans northward,politics,AMERICAS,year,,US census records,
dust-bowl-migration,1930,1940,Dust Bowl migration to California,politics,AMERICAS,year,,US census and relief records,
post-war-expulsions-europe,1944,1950,Post-war expulsions and displacement in Europe,politics,EUROPE,year,,Allied and UN records,
partition-displacement,1947,1948,Partition of India displaces fifteen million people,politics,ASIA_SOUTH,year,,Indian and Pakistani state records,
guest-worker-migration,1955,1973,Guest-worker migration to western Europe,politics,EUROPE,year,,National labour statistics,
syrian-refugee-crisis,2011,2019,Syrian refugee crisis,politics,MIDDLE_EAST,year,,UNHCR,
venezuelan-migration-crisis,2015,,Venezuelan migration crisis,politics,AMERICAS,year,,UNHCR; IOM,
cites-treaty,1975-07-01,,CITES enters into force,politics,GLOBAL,exact,,Treaty text,
montreal-protocol,1989-01-01,,Montreal Protocol enters into force,politics,GLOBAL,exact,,Treaty text,
sulla-sacks-athens,86 BC,,Sulla sacks Athens,politics,EUROPE,year,,Plutarch; Appian,https://en.wikipedia.org/wiki/Siege_of_Athens_and_Piraeus_(87%E2%80%9386_BC)
caesar-conquers-gaul,58 BC,50 BC,Caesar's conquest of Gaul,politics,EUROPE,year,,Caesar's Commentarii de Bello Gallico,https://en.wikipedia.org/wiki/Gallic_Wars
battle-of-actium,31 BC,,Battle of Actium,politics,EUROPE,year,,Plutarch; Cassius Dio,https://en.wikipedia.org/wiki/Battle_of_Actium
great-fire-of-rome,64-07-18,64-07-27,Great Fire of Rome,politics,EUROPE,exact,,Tacitus; Suetonius,https://en.wikipedia.org/wiki/Great_Fire_of_Rome
parthian-empire,247 BC,224,Parthian Empire,politics,MIDDLE_EAST,approx,5,Classical and Iranian sources,https://en.wikipedia.org/wiki/Parthian_Empire
pompey-annexes-levant,63 BC,,Pompey takes Jerusalem and annexes the Levant,politics,MIDDLE_EAST,year,,Josephus; Plutarch,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(63_BC)
battle-of-carrhae,53 BC,,Battle of Carrhae,politics,MIDDLE_EAST,year,,Plutarch; Cassius Dio,https://en.wikipedia.org/wiki/Battle_of_Carrhae
first-jewish-roman-war,66,73,First Jewish-Roman War,politics,MIDDLE_EAST,year,,Josephus,https://en.wikipedia.org/wiki/First_Jewish%E2%80%93Roman_War
rome-annexes-egypt,30 BC,,Rome annexes Ptolemaic Egypt,politics,AFRICA,year,,Cassius Dio; Suetonius,https://en.wikipedia.org/wiki/Egypt_(Roman_province)
kushite-roman-war,27 BC,21 BC,Kushite-Roman war of Amanirenas,politics,AFRICA,approx,2,Strabo; Meroitic inscriptions,https://en.wikipedia.org/wiki/Amanirenas
han-conquers-gojoseon,108 BC,,Han conquest of Gojoseon,politics,ASIA_EAST,year,,Records of the Grand Historian,https://en.wikipedia.org/wiki/Gojoseon%E2%80%93Han_War
xin-dynasty,9,23,Wang Mang's Xin dynasty interregnum,politics,ASIA_EAST,year,,Book of Han,https://en.wikipedia.org/wiki/Xin_dynasty
satavahana-dynasty,100 BC,220,Satavahana dynasty,politics,ASIA_SOUTH,contested,75,Puranas; inscriptions; numismatics,https://en.wikipedia.org/wiki/Satavahana_dynasty
kushan-empire-founded,30,,Kujula Kadphises founds the Kushan Empire,politics,ASIA_SOUTH,approx,20,Hou Hanshu; numismatics,https://en.wikipedia.org/wiki/Kushan_Empire
rise-of-teotihuacan,100 BC,550,Rise of Teotihuacan,politics,AMERICAS,approx,50,Archaeological record,https://en.wikipedia.org/wiki/Teotihuacan
